                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.6264,                 1.9145,                 1.6721,                0.59004,                0.59348,                0.60176,                0.26345,                 1.8432,                 1.9778,                 1.9141,               0.001612,               0.001612,               0.001612
                     12,                  1.596,                 1.8996,                 1.6626,                0.58744,                0.56885,                0.60748,                 0.2937,                 1.7677,                 2.7271,                 1.9668,              0.0016065,              0.0016065,              0.0016065
                     13,                 1.5805,                 1.7515,                 1.6206,                0.77974,                   0.61,                 0.7072,                0.36565,                  1.667,                 2.0316,                 1.7831,               0.001601,               0.001601,               0.001601
                     14,                   1.57,                 1.7155,                 1.6511,                0.53361,                0.57327,                0.53399,                0.26603,                 1.9089,                 2.0794,                 2.0503,              0.0015955,              0.0015955,              0.0015955
                     15,                 1.5258,                 1.6199,                 1.5871,                0.79101,                0.65652,                0.77621,                0.45721,                 1.5557,                 1.4736,                 1.7069,                0.00159,                0.00159,                0.00159
                     16,                 1.4875,                 1.5756,                 1.5506,                0.67218,                0.53883,                0.59666,                0.29955,                  1.846,                  1.885,                 1.9125,              0.0015845,              0.0015845,              0.0015845
                     17,                  1.485,                  1.485,                 1.5473,                0.79845,                0.68563,                0.78273,                0.41234,                  1.695,                 1.5934,                 1.8125,               0.001579,               0.001579,               0.001579
                     18,                 1.5284,                 1.5368,                 1.6115,                 0.8109,                0.59054,                0.73095,                0.35424,                 1.8611,                  1.606,                 1.9049,              0.0015735,              0.0015735,              0.0015735
                     19,                 1.4736,                 1.4797,                 1.5693,                0.80246,                0.76471,                0.83648,                0.47213,                 1.6162,                 1.2971,                 1.6701,               0.001568,               0.001568,               0.001568
                     20,                 1.4322,                 1.3807,                 1.5088,                0.78511,                0.77576,                0.83528,                 0.4902,                 1.5735,                 1.2999,                 1.6666,              0.0015625,              0.0015625,              0.0015625
                     21,                 1.3716,                 1.3394,                 1.4685,                0.86007,                0.80042,                0.89158,                0.51452,                 1.5562,                 1.2499,                 1.7137,               0.001557,               0.001557,               0.001557
                     22,                 1.4451,                 1.3952,                 1.5161,                0.80222,                0.81531,                0.85957,                0.51838,                 1.5246,                 1.2698,                  1.679,              0.0015515,              0.0015515,              0.0015515
                     23,                 1.3871,                 1.2962,                 1.4794,                0.83483,                0.74351,                0.84949,                0.48788,                 1.6344,                  1.336,                  1.663,               0.001546,               0.001546,               0.001546
                     24,                 1.3705,                 1.2633,                 1.4491,                0.85982,                0.76167,                0.88387,                0.48777,                 1.6387,                 1.2697,                 1.6952,              0.0015405,              0.0015405,              0.0015405
                     25,                 1.3498,                 1.2748,                 1.4441,                0.77972,                0.70562,                0.74559,                0.44881,                 1.5498,                 1.5717,                 1.6428,               0.001535,               0.001535,               0.001535
                     26,                 1.3242,                  1.267,                 1.4387,                0.82125,                0.82359,                0.87122,                0.49742,                 1.6079,                 1.1737,                 1.6505,              0.0015295,              0.0015295,              0.0015295
                     27,                 1.3548,                  1.258,                  1.429,                0.89673,                0.88041,                0.93442,                0.56839,                 1.5116,                 1.0128,                 1.5436,               0.001524,               0.001524,               0.001524
                     28,                 1.2783,                 1.1501,                  1.398,                0.86418,                0.80366,                0.88588,                0.53082,                 1.5305,                 1.1083,                 1.5946,              0.0015185,              0.0015185,              0.0015185
                     29,                  1.322,                 1.1596,                 1.4179,                0.89169,                0.89877,                0.94123,                0.58473,                 1.4991,                  0.966,                 1.5904,               0.001513,               0.001513,               0.001513
                     30,                 1.3253,                 1.1625,                  1.431,                0.81043,                0.83231,                0.88253,                0.50544,                 1.6198,                 1.0647,                 1.6924,              0.0015075,              0.0015075,              0.0015075
                     31,                 1.3392,                 1.1355,                 1.4228,                0.91809,                0.85977,                0.91273,                0.54961,                 1.5043,                 1.0249,                 1.5778,               0.001502,               0.001502,               0.001502
                     32,                 1.3072,                 1.1414,                 1.4182,                0.89149,                0.85297,                0.93258,                0.57068,                 1.4777,                0.97496,                 1.5347,              0.0014965,              0.0014965,              0.0014965
                     33,                 1.3068,                 1.0647,                 1.4002,                0.89012,                0.84438,                0.93395,                0.57613,                 1.5074,                 0.9704,                 1.6066,               0.001491,               0.001491,               0.001491
                     34,                 1.2942,                 1.0939,                   1.41,                 0.8817,                0.85147,                0.91198,                0.54287,                 1.5349,                0.96728,                 1.6477,              0.0014855,              0.0014855,              0.0014855
                     35,                 1.2559,                 1.0749,                 1.3963,                0.88903,                0.73738,                0.87646,                0.55492,                 1.4661,                 1.1569,                 1.5507,                0.00148,                0.00148,                0.00148
                     36,                 1.2153,                   1.02,                 1.3469,                0.89102,                0.86614,                0.93613,                0.60198,                 1.4179,                0.91852,                 1.5083,              0.0014745,              0.0014745,              0.0014745
                     37,                 1.1857,                 1.0235,                 1.3236,                0.91804,                  0.863,                0.92994,                0.59372,                 1.4331,                0.82219,                 1.5041,               0.001469,               0.001469,               0.001469
                     38,                 1.2358,                 1.0421,                 1.3695,                0.93216,                0.88484,                0.94378,                0.58047,                 1.5006,                0.85092,                 1.5305,              0.0014635,              0.0014635,              0.0014635
                     39,                 1.2509,                 1.0329,                 1.3642,                0.91541,                0.88208,                 0.9393,                0.60051,                 1.4217,                0.92944,                 1.5475,               0.001458,               0.001458,               0.001458
                     40,                 1.1883,                0.97189,                 1.3296,                0.90859,                0.88156,                0.94816,                0.59509,                 1.4408,                 0.9441,                 1.5196,              0.0014525,              0.0014525,              0.0014525
                     41,                  1.225,                 1.0166,                 1.3414,                0.92023,                0.85165,                0.92629,                0.56166,                 1.5262,                 0.9229,                 1.5994,               0.001447,               0.001447,               0.001447
                     42,                 1.1584,                0.98246,                 1.3031,                0.89922,                0.86895,                0.92312,                0.59695,                 1.3921,                0.88891,                 1.5138,              0.0014415,              0.0014415,              0.0014415
                     43,                 1.2255,                 1.0047,                 1.3494,                0.92532,                0.88361,                0.93305,                0.58506,                 1.4182,                 0.8335,                 1.5278,               0.001436,               0.001436,               0.001436
                     44,                 1.1794,                0.95463,                 1.3087,                0.91957,                0.86307,                0.92242,                0.58839,                 1.4521,                 0.8771,                 1.5062,              0.0014305,              0.0014305,              0.0014305
                     45,                 1.2052,                 0.9927,                  1.339,                0.91261,                0.91314,                 0.9554,                0.63039,                 1.3551,                0.77566,                 1.4582,               0.001425,               0.001425,               0.001425
                     46,                 1.1674,                0.94333,                  1.311,                0.91617,                 0.8835,                0.94363,                0.63534,                  1.355,                0.84411,                 1.4319,              0.0014195,              0.0014195,              0.0014195
                     47,                  1.164,                0.90264,                  1.303,                0.88113,                0.86527,                0.91747,                0.60494,                 1.3482,                 0.8746,                 1.4528,              0.0014139,              0.0014139,              0.0014139
                     48,                 1.1409,                0.91105,                 1.2974,                0.94819,                  0.932,                0.96298,                0.65163,                 1.3254,                0.71061,                 1.4315,              0.0014084,              0.0014084,              0.0014084
                     49,                 1.1208,                0.89864,                 1.2868,                0.90983,                0.88868,                0.94201,                0.61867,                 1.3872,                0.82981,                 1.4973,              0.0014029,              0.0014029,              0.0014029
                     50,                 1.2138,                0.94441,                 1.3404,                0.94483,                0.90648,                 0.9503,                0.61237,                 1.4035,                0.76662,                 1.4773,              0.0013974,              0.0013974,              0.0013974
                     51,                 1.1411,                0.90483,                 1.2857,                0.95731,                0.91687,                0.96405,                0.63927,                   1.39,                0.73874,                 1.4871,              0.0013919,              0.0013919,              0.0013919
                     52,                 1.1298,                0.87521,                  1.284,                0.93868,                0.91766,                0.95921,                0.60425,                 1.4325,                0.79487,                 1.5233,              0.0013864,              0.0013864,              0.0013864
                     53,                 1.1464,                0.89507,                 1.2898,                0.90826,                0.85472,                0.92553,                0.58981,                 1.4204,                0.81071,                 1.5127,              0.0013809,              0.0013809,              0.0013809
                     54,                 1.1047,                0.85198,                 1.2659,                0.93469,                 0.9029,                0.94443,                0.61601,                 1.4094,                0.78291,                 1.4987,              0.0013754,              0.0013754,              0.0013754
                     55,                 1.1498,                 0.9016,                 1.2868,                0.94651,                0.91035,                0.96041,                0.65628,                 1.3262,                0.68962,                 1.4232,              0.0013699,              0.0013699,              0.0013699
                     56,                 1.1213,                 0.8797,                 1.2771,                0.95011,                0.86151,                0.94293,                 0.6197,                 1.4034,                0.79664,                  1.479,              0.0013644,              0.0013644,              0.0013644
                     57,                 1.1175,                0.90932,                 1.2802,                0.95629,                0.89814,                0.95165,                0.62681,                 1.3787,                0.74406,                 1.4943,              0.0013589,              0.0013589,              0.0013589
                     58,                 1.0998,                0.88894,                 1.2652,                0.89026,                0.91664,                0.94414,                0.63814,                 1.3557,                0.80918,                 1.4599,              0.0013534,              0.0013534,              0.0013534
                     59,                 1.0943,                 0.8636,                 1.2662,                0.96189,                0.92443,                0.96057,                0.64716,                 1.3507,                 0.7059,                 1.4465,              0.0013479,              0.0013479,              0.0013479
                     60,                 1.0824,                0.81242,                  1.265,                0.94866,                0.92409,                0.96692,                0.62508,                 1.4542,                0.70399,                 1.5321,              0.0013424,              0.0013424,              0.0013424
                     61,                 1.0907,                  0.804,                 1.2577,                0.91988,                0.90507,                0.95892,                0.64831,                 1.3415,                0.71588,                 1.4462,              0.0013369,              0.0013369,              0.0013369
                     62,                 1.0486,                0.81924,                 1.2287,                 0.9636,                0.88522,                0.95371,                0.63076,                 1.3526,                0.76668,                 1.4474,              0.0013314,              0.0013314,              0.0013314
                     63,                 1.0932,                  0.802,                 1.2455,                0.94502,                  0.923,                0.95932,                0.63617,                 1.3744,                0.67534,                 1.4711,              0.0013259,              0.0013259,              0.0013259
                     64,                 1.0532,                0.76893,                 1.2313,                0.95907,                 0.9241,                0.96473,                0.65712,                 1.3301,                0.65964,                 1.4693,              0.0013204,              0.0013204,              0.0013204
                     65,                 1.0466,                0.76927,                 1.2359,                0.95767,                0.90039,                0.95281,                0.65059,                  1.294,                0.68703,                 1.4358,              0.0013149,              0.0013149,              0.0013149
                     66,                 1.0644,                0.82023,                 1.2335,                0.94877,                0.90635,                0.96201,                0.64411,                 1.3461,                0.70547,                 1.4956,              0.0013094,              0.0013094,              0.0013094
                     67,                 1.1111,                0.85061,                  1.267,                0.95338,                0.91861,                0.96605,                0.65582,                  1.321,                0.67275,                 1.4484,              0.0013039,              0.0013039,              0.0013039
                     68,                 1.0063,                0.76241,                 1.2069,                0.95656,                0.93493,                0.96907,                0.67347,                 1.2758,                0.65073,                 1.4351,              0.0012984,              0.0012984,              0.0012984
                     69,                 1.0167,                 0.7724,                 1.2281,                0.94096,                0.93014,                0.96583,                0.66835,                 1.2861,                0.65182,                 1.4408,              0.0012929,              0.0012929,              0.0012929
                     70,                 1.0232,                0.79976,                 1.2189,                0.93895,                0.91625,                 0.9483,                0.63582,                 1.3311,                0.71887,                 1.4696,              0.0012874,              0.0012874,              0.0012874
                     71,                 1.0244,                0.78156,                 1.2104,                0.92498,                0.87185,                0.93468,                0.61982,                 1.3735,                 0.7636,                 1.4842,              0.0012819,              0.0012819,              0.0012819
                     72,                 1.0332,                0.76666,                 1.2198,                0.96025,                0.93744,                0.97044,                0.66065,                 1.3279,                0.66468,                 1.4592,              0.0012764,              0.0012764,              0.0012764
                     73,                 1.0412,                0.74942,                 1.2306,                0.94015,                0.90822,                0.95856,                0.65254,                 1.3501,                0.70047,                 1.4379,              0.0012709,              0.0012709,              0.0012709
                     74,                 1.0266,                0.75641,                  1.208,                0.94647,                0.91076,                0.95948,                0.65213,                 1.3598,                0.70425,                 1.4567,              0.0012654,              0.0012654,              0.0012654
                     75,                 1.0237,                0.72123,                 1.2094,                0.95515,                0.89396,                0.94587,                0.63482,                 1.3467,                0.67755,                 1.4735,              0.0012599,              0.0012599,              0.0012599
                     76,                 0.9633,                0.71435,                 1.1875,                0.95035,                0.92122,                0.95787,                0.65409,                 1.3118,                0.66294,                 1.4726,              0.0012544,              0.0012544,              0.0012544
                     77,                0.98985,                0.70704,                  1.195,                0.95591,                0.92271,                0.95458,                0.65792,                 1.2937,                0.69135,                 1.4565,              0.0012489,              0.0012489,              0.0012489
                     78,                0.97522,                0.70276,                 1.1697,                0.96036,                0.92716,                0.96393,                0.66088,                 1.3052,                0.64493,                 1.4422,              0.0012434,              0.0012434,              0.0012434
                     79,                0.99073,                 0.7021,                 1.1912,                0.95554,                0.92723,                 0.9647,                0.64615,                 1.3735,                0.66138,                 1.5091,              0.0012379,              0.0012379,              0.0012379
                     80,                0.95928,                0.70191,                 1.1767,                  0.952,                0.92918,                0.95805,                0.64998,                 1.3559,                0.65014,                 1.5118,              0.0012324,              0.0012324,              0.0012324
                     81,                0.99571,                0.70079,                 1.2043,                0.96337,                0.94228,                0.97266,                 0.6809,                 1.2889,                0.59783,                 1.4548,              0.0012269,              0.0012269,              0.0012269
                     82,                0.98364,                0.71548,                 1.1982,                0.96268,                0.89838,                0.95326,                0.64053,                 1.3413,                0.67333,                 1.4871,              0.0012214,              0.0012214,              0.0012214
                     83,                0.99571,                0.70962,                  1.196,                0.97155,                0.93717,                0.97039,                0.68227,                 1.3024,                0.60305,                 1.4357,              0.0012159,              0.0012159,              0.0012159
                     84,                 1.0092,                0.74165,                 1.1986,                 0.9663,                0.93292,                0.96314,                0.65612,                 1.3087,                0.58879,                 1.4503,              0.0012104,              0.0012104,              0.0012104
                     85,                0.98366,                0.71259,                 1.1855,                0.94848,                0.93573,                0.95543,                0.64971,                  1.294,                0.65527,                 1.4269,              0.0012049,              0.0012049,              0.0012049
                     86,                 1.0125,                0.73191,                 1.2065,                0.95815,                0.92154,                 0.9595,                0.65754,                 1.2878,                0.64438,                 1.4413,              0.0011994,              0.0011994,              0.0011994
                     87,                 1.0079,                0.76541,                 1.2086,                0.96004,                 0.9155,                0.95761,                0.66783,                 1.2875,                0.62812,                 1.4306,              0.0011939,              0.0011939,              0.0011939
                     88,                0.97133,                0.70103,                 1.1691,                0.98404,                0.94362,                0.97542,                0.68348,                 1.2712,                0.59327,                 1.4193,              0.0011884,              0.0011884,              0.0011884
                     89,                0.96874,                0.70678,                 1.1738,                0.97038,                0.92464,                0.96629,                  0.663,                 1.2934,                0.63323,                 1.4158,              0.0011829,              0.0011829,              0.0011829
                     90,                0.98079,                0.71029,                 1.1886,                0.97356,                0.94239,                0.97317,                0.66944,                 1.2908,                 0.5809,                 1.4144,              0.0011774,              0.0011774,              0.0011774
                     91,                0.96027,                0.66543,                 1.1653,                0.97149,                0.94681,                0.97508,                0.68746,                 1.2459,                0.57484,                 1.3978,              0.0011719,              0.0011719,              0.0011719
                     92,                0.97328,                0.69158,                 1.1872,                0.96316,                0.90899,                0.96112,                0.65942,                  1.334,                0.68204,                 1.4438,              0.0011664,              0.0011664,              0.0011664
                     93,                0.96304,                 0.6876,                 1.1691,                0.95505,                0.93647,                0.96528,                0.67459,                  1.292,                0.61438,                 1.4224,              0.0011609,              0.0011609,              0.0011609
                     94,                0.94001,                0.65712,                 1.1535,                0.96797,                0.93735,                0.97409,                0.66522,                 1.3151,                0.59386,                 1.4377,              0.0011554,              0.0011554,              0.0011554
                     95,                0.96281,                0.69531,                 1.1711,                0.97684,                0.94798,                0.97291,                0.68507,                  1.255,                0.57504,                 1.3977,              0.0011499,              0.0011499,              0.0011499
                     96,                0.94891,                0.66312,                 1.1564,                0.97791,                0.93846,                0.96786,                0.65493,                 1.2878,                 0.5732,                 1.4549,              0.0011444,              0.0011444,              0.0011444
                     97,                0.94011,                0.63395,                 1.1417,                0.97645,                0.94729,                0.97152,                0.68416,                 1.2582,                0.53759,                  1.419,              0.0011389,              0.0011389,              0.0011389
                     98,                0.94402,                0.64646,                 1.1518,                0.96064,                0.93071,                0.95955,                0.65973,                 1.2873,                0.61059,                 1.4406,              0.0011334,              0.0011334,              0.0011334
                     99,                0.92545,                0.65215,                 1.1475,                0.96425,                0.93856,                0.96261,                0.66161,                 1.2946,                0.60943,                 1.4058,              0.0011279,              0.0011279,              0.0011279
                    100,                0.92402,                0.67223,                 1.1436,                0.95856,                0.91164,                 0.9609,                0.68625,                  1.274,                0.62732,                 1.4139,              0.0011224,              0.0011224,              0.0011224
                    101,                0.90595,                0.64159,                 1.1345,                0.97192,                0.93405,                0.96841,                0.68448,                 1.2724,                 0.5645,                 1.3948,              0.0011169,              0.0011169,              0.0011169
                    102,                0.93639,                0.65726,                 1.1621,                0.96707,                0.96252,                0.97724,                0.68786,                 1.2579,                0.54927,                 1.3841,              0.0011114,              0.0011114,              0.0011114
                    103,                0.89303,                0.64623,                 1.1174,                0.97699,                0.95209,                0.98251,                0.68988,                 1.2392,                0.52725,                 1.3955,              0.0011059,              0.0011059,              0.0011059
                    104,                0.88141,                0.61628,                 1.1218,                0.96506,                0.95329,                0.97875,                0.67999,                 1.2747,                0.56446,                 1.4264,              0.0011004,              0.0011004,              0.0011004
                    105,                0.94311,                0.65257,                 1.1611,                0.97793,                 0.9434,                0.97866,                0.70138,                 1.2217,                0.54046,                 1.3693,              0.0010949,              0.0010949,              0.0010949
                    106,                0.87215,                0.62635,                  1.115,                0.98103,                0.94966,                0.97869,                0.70334,                 1.2022,                0.53907,                 1.3921,              0.0010894,              0.0010894,              0.0010894
                    107,                0.90207,                0.62533,                 1.1438,                0.97374,                0.94747,                0.97536,                0.69192,                 1.2555,                0.56228,                 1.4413,              0.0010839,              0.0010839,              0.0010839
                    108,                0.89182,                0.64694,                 1.1425,                0.98236,                0.95272,                0.97423,                0.68838,                 1.2386,                 0.5726,                 1.4114,              0.0010784,              0.0010784,              0.0010784
                    109,                0.86291,                0.61938,                 1.1163,                0.97835,                0.95556,                0.97239,                0.69729,                 1.2185,                0.55286,                 1.3857,              0.0010729,              0.0010729,              0.0010729
                    110,                0.84869,                0.59475,                 1.1051,                0.96357,                0.92974,                0.96846,                0.69205,                 1.2513,                0.57728,                 1.3987,              0.0010674,              0.0010674,              0.0010674
                    111,                0.91418,                0.62719,                  1.139,                0.95683,                0.95353,                0.97555,                0.67365,                 1.2838,                0.55747,                 1.4485,              0.0010619,              0.0010619,              0.0010619
                    112,                0.87019,                0.62399,                 1.1255,                0.97723,                0.95682,                0.98048,                 0.6991,                 1.2285,                0.56647,                 1.4175,              0.0010564,              0.0010564,              0.0010564
                    113,                0.90413,                0.61977,                 1.1347,                0.97702,                0.96093,                0.97521,                0.69304,                 1.1811,                0.53587,                 1.3778,              0.0010509,              0.0010509,              0.0010509
                    114,                0.85063,                0.60078,                 1.1052,                0.97592,                0.95532,                0.97262,                0.70638,                 1.1879,                0.54023,                  1.362,              0.0010454,              0.0010454,              0.0010454
                    115,                0.83958,                0.59766,                 1.0913,                0.97015,                0.95288,                0.96424,                0.68026,                 1.2272,                0.54181,                 1.4058,              0.0010399,              0.0010399,              0.0010399
                    116,                0.89163,                0.61598,                  1.124,                0.97535,                0.95152,                0.96712,                 0.6803,                 1.2424,                0.57499,                 1.3872,              0.0010344,              0.0010344,              0.0010344
                    117,                0.86367,                0.59442,                 1.1187,                0.98378,                 0.9457,                0.96905,                0.69698,                 1.1802,                0.54724,                 1.3659,              0.0010289,              0.0010289,              0.0010289
                    118,                0.88849,                0.61403,                 1.1181,                0.97844,                 0.9563,                0.97826,                0.70509,                 1.2275,                0.53653,                 1.4205,              0.0010234,              0.0010234,              0.0010234
                    119,                0.87415,                0.58634,                 1.1188,                0.96578,                0.94537,                 0.9711,                0.68978,                 1.2186,                0.54551,                 1.4023,              0.0010179,              0.0010179,              0.0010179
                    120,                 0.8737,                0.59549,                 1.1171,                0.97584,                0.95538,                0.97856,                0.71006,                 1.2032,                0.51889,                 1.3943,              0.0010124,              0.0010124,              0.0010124
                    121,                0.85628,                0.59304,                 1.1136,                0.98343,                0.95939,                0.97671,                0.71453,                 1.1655,                0.51346,                 1.3534,              0.0010069,              0.0010069,              0.0010069
                    122,                0.81199,                0.57283,                  1.089,                0.96821,                 0.9482,                 0.9739,                0.70575,                 1.1913,                 0.5218,                 1.3705,              0.0010014,              0.0010014,              0.0010014
                    123,                0.81281,                0.54605,                 1.0775,                0.97415,                 0.9517,                0.97606,                0.70076,                 1.1979,                0.52267,                 1.3668,             0.00099587,             0.00099587,             0.00099587
                    124,                0.83267,                0.58258,                 1.0905,                0.97915,                0.94656,                0.97497,                0.70714,                 1.2046,                0.53351,                 1.3654,             0.00099036,             0.00099036,             0.00099036
                    125,                0.83889,                 0.5792,                  1.105,                0.97463,                0.94916,                0.96705,                 0.6907,                 1.2092,                0.53991,                 1.3639,             0.00098486,             0.00098486,             0.00098486
                    126,                0.85422,                0.58684,                 1.1099,                0.98511,                0.95187,                0.97274,                0.69366,                 1.1927,                0.51397,                 1.3489,             0.00097936,             0.00097936,             0.00097936
                    127,                0.83697,                0.55308,                 1.0893,                0.98402,                0.95486,                0.97474,                 0.7126,                 1.1907,                0.51597,                 1.3508,             0.00097386,             0.00097386,             0.00097386
                    128,                0.83804,                0.58894,                 1.0966,                0.97869,                0.94771,                0.97022,                0.70763,                 1.1907,                0.53001,                 1.3571,             0.00096836,             0.00096836,             0.00096836
                    129,                 0.8171,                0.57922,                 1.0894,                0.98325,                0.95942,                0.97338,                0.71791,                 1.1786,                0.49458,                 1.3469,             0.00096286,             0.00096286,             0.00096286
                    130,                0.84531,                 0.5854,                 1.1045,                0.98243,                0.96136,                0.97429,                0.71394,                 1.1868,                0.50566,                 1.3699,             0.00095736,             0.00095736,             0.00095736
                    131,                 0.8576,                0.56812,                 1.0953,                0.97384,                 0.9612,                0.97106,                0.71177,                 1.1808,                0.52626,                 1.3663,             0.00095186,             0.00095186,             0.00095186
                    132,                0.84938,                0.55032,                 1.1003,                0.98017,                0.95045,                0.96937,                0.68939,                 1.1971,                0.51283,                 1.3798,             0.00094636,             0.00094636,             0.00094636
                    133,                0.83122,                0.56384,                 1.0968,                0.98109,                0.94695,                0.96627,                0.69597,                 1.1911,                0.52025,                 1.3535,             0.00094085,             0.00094085,             0.00094085
                    134,                0.82208,                 0.5602,                 1.0869,                0.97427,                0.94527,                0.96478,                0.69156,                 1.2147,                0.55839,                 1.3751,             0.00093535,             0.00093535,             0.00093535
                    135,                0.84332,                0.58558,                 1.1045,                0.97806,                 0.9448,                  0.965,                0.69152,                 1.2189,                0.54264,                 1.3894,             0.00092985,             0.00092985,             0.00092985
                    136,                 0.8324,                0.58499,                 1.0954,                0.97984,                0.94413,                0.96748,                0.68657,                 1.2115,                0.54509,                 1.4141,             0.00092435,             0.00092435,             0.00092435
                    137,                0.80728,                0.54993,                 1.0734,                0.98152,                0.95134,                0.96947,                0.68926,                 1.2027,                0.52941,                 1.4272,             0.00091885,             0.00091885,             0.00091885
                    138,                0.83505,                0.55299,                 1.0856,                0.98255,                0.95016,                0.96866,                0.69472,                 1.1999,                0.52687,                 1.4362,             0.00091335,             0.00091335,             0.00091335
                    139,                0.83536,                 0.5734,                 1.0937,                0.98057,                0.95351,                0.96755,                0.71129,                 1.1638,                0.51215,                 1.3471,             0.00090785,             0.00090785,             0.00090785
                    140,                0.78634,                0.51529,                 1.0632,                0.97924,                0.94605,                0.96825,                0.70459,                 1.1826,                0.53801,                 1.3523,             0.00090235,             0.00090235,             0.00090235
                    141,                0.79701,                0.53711,                 1.0707,                0.96969,                0.95152,                0.96744,                 0.7085,                 1.1851,                0.52009,                 1.3674,             0.00089685,             0.00089685,             0.00089685
                    142,                0.78973,                0.53807,                 1.0644,                0.97875,                0.94687,                0.97255,                0.70897,                 1.1962,                0.50876,                 1.3812,             0.00089134,             0.00089134,             0.00089134
                    143,                0.77903,                0.53054,                 1.0728,                0.98011,                0.95014,                0.97166,                 0.7178,                 1.1683,                0.50678,                 1.3807,             0.00088584,             0.00088584,             0.00088584
                    144,                0.77947,                0.53243,                 1.0705,                0.96968,                0.95287,                0.96933,                0.70061,                 1.1987,                0.54233,                 1.3994,             0.00088034,             0.00088034,             0.00088034
                    145,                0.76104,                0.52687,                 1.0625,                0.97897,                0.95874,                0.96581,                0.70279,                 1.1587,                0.50415,                 1.3837,             0.00087484,             0.00087484,             0.00087484
                    146,                0.80232,                0.54152,                 1.0898,                0.98432,                0.95668,                0.96382,                0.71015,                 1.1564,                0.49942,                 1.3907,             0.00086934,             0.00086934,             0.00086934
                    147,                0.77169,                0.51894,                 1.0547,                0.97546,                0.95351,                0.96399,                0.68178,                 1.2321,                0.50929,                 1.4504,             0.00086384,             0.00086384,             0.00086384
                    148,                0.78532,                0.53864,                 1.0537,                0.97197,                0.94782,                0.96744,                0.68637,                 1.2339,                0.51788,                 1.4531,             0.00085834,             0.00085834,             0.00085834
                    149,                0.76813,                0.51717,                 1.0617,                0.97409,                0.95927,                0.97514,                0.71209,                  1.178,                0.48896,                 1.3822,             0.00085284,             0.00085284,             0.00085284
                    150,                0.77479,                0.52681,                  1.054,                0.97948,                0.93841,                0.96903,                0.70353,                 1.1967,                0.50507,                 1.3945,             0.00084734,             0.00084734,             0.00084734
                    151,                0.77429,                0.52244,                 1.0549,                0.98678,                0.95433,                0.97438,                0.69945,                 1.1664,                0.49135,                 1.3545,             0.00084184,             0.00084184,             0.00084184
                    152,                0.78015,                0.52135,                 1.0744,                  0.987,                0.95519,                 0.9793,                0.69973,                 1.1762,                0.48676,                 1.3554,             0.00083633,             0.00083633,             0.00083633
                    153,                0.78527,                0.52959,                 1.0557,                0.98224,                0.95714,                0.97913,                0.71039,                 1.1821,                0.50027,                 1.3868,             0.00083083,             0.00083083,             0.00083083
                    154,                0.77343,                0.52418,                 1.0566,                0.98205,                0.96471,                0.97834,                0.72521,                 1.1601,                0.49657,                 1.3941,             0.00082533,             0.00082533,             0.00082533
