                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                0.48478,                0.28886,                0.92329,                0.98786,                  0.974,                0.98824,                0.82499,                0.68469,                0.31047,                 0.9903,             0.00086934,             0.00086934,             0.00086934
                    147,                0.49083,                0.29721,                0.91735,                0.97368,                 0.9865,                0.98563,                0.83067,                0.66775,                0.30555,                0.98643,             0.00086384,             0.00086384,             0.00086384
                    148,                0.50374,                 0.2983,                0.92987,                0.99214,                0.97691,                0.98316,                0.83053,                0.68005,                0.30818,                 0.9865,             0.00085834,             0.00085834,             0.00085834
                    149,                0.48599,                0.28931,                0.90148,                0.98689,                0.98184,                0.98501,                0.82581,                0.67555,                0.30035,                 0.9888,             0.00085284,             0.00085284,             0.00085284
                    150,                 0.4731,                0.28705,                0.91795,                0.98112,                0.98185,                0.98874,                0.84147,                0.67109,                0.30164,                0.98941,             0.00084734,             0.00084734,             0.00084734
                    151,                0.48382,                0.29196,                0.91938,                0.97448,                0.98594,                 0.9883,                0.83341,                0.68018,                0.30209,                0.99602,             0.00084184,             0.00084184,             0.00084184
                    152,                 0.4766,                0.29519,                0.91466,                0.98648,                0.97963,                0.98679,                0.84341,                0.66438,                0.30347,                0.98457,             0.00083633,             0.00083633,             0.00083633
                    153,                0.49121,                0.29015,                0.92437,                0.98626,                0.97977,                0.98613,                0.83807,                0.67542,                0.30366,                0.99188,             0.00083083,             0.00083083,             0.00083083
                    154,                0.47493,                0.28308,                0.91329,                0.98166,                0.98055,                0.98577,                0.84197,                0.67737,                 0.3107,                 0.9946,             0.00082533,             0.00082533,             0.00082533
                    155,                0.46587,                0.28407,                0.91882,                0.98474,                0.97808,                0.98571,                0.83247,                0.67776,                0.30712,                0.98757,             0.00081983,             0.00081983,             0.00081983
                    156,                0.48289,                0.28742,                0.91738,                0.99016,                0.97781,                0.98618,                0.82972,                0.67705,                0.29836,                0.98875,             0.00081433,             0.00081433,             0.00081433
                    157,                0.46847,                  0.281,                0.90419,                0.98889,                0.98133,                0.98796,                0.84234,                0.66785,                0.30027,                0.98593,             0.00080883,             0.00080883,             0.00080883
                    158,                0.48896,                0.28191,                0.92032,                0.98172,                0.98386,                0.98663,                0.83964,                0.66825,                0.29749,                0.98522,             0.00080333,             0.00080333,             0.00080333
                    159,                0.46581,                0.28131,                0.90981,                0.98057,                0.98396,                0.98554,                0.84818,                0.65706,                0.30511,                0.98001,             0.00079783,             0.00079783,             0.00079783
                    160,                 0.4721,                0.27566,                0.91724,                0.97884,                0.98544,                0.98471,                 0.8417,                0.66996,                0.30578,                 0.9899,             0.00079233,             0.00079233,             0.00079233
                    161,                0.45679,                0.27511,                0.90301,                 0.9823,                0.98144,                0.98442,                0.83209,                0.69021,                0.29434,                 1.0028,             0.00078682,             0.00078682,             0.00078682
                    162,                0.47167,                0.27974,                0.91602,                0.98859,                0.97584,                0.98614,                0.83842,                0.66664,                0.29481,                0.98657,             0.00078132,             0.00078132,             0.00078132
                    163,                0.48191,                0.28475,                0.92715,                0.98615,                0.98024,                0.98645,                0.84202,                0.66794,                0.29851,                0.98823,             0.00077582,             0.00077582,             0.00077582
                    164,                0.46622,                0.27298,                0.90421,                0.98893,                0.98118,                0.98747,                0.84603,                0.66892,                0.29332,                0.99446,             0.00077032,             0.00077032,             0.00077032
                    165,                0.47647,                0.28766,                0.91536,                0.98822,                0.97394,                0.98618,                0.83683,                0.67982,                0.30137,                 0.9968,             0.00076482,             0.00076482,             0.00076482
                    166,                0.47821,                0.29007,                 0.9171,                 0.9891,                0.97838,                0.98586,                0.82999,                0.68309,                0.30054,                 0.9974,             0.00075932,             0.00075932,             0.00075932
                    167,                0.47453,                0.28094,                0.92082,                0.99277,                0.98314,                0.98739,                0.83945,                0.66549,                0.28396,                0.99169,             0.00075382,             0.00075382,             0.00075382
                    168,                 0.4668,                0.27382,                0.91004,                0.99139,                0.98039,                0.98639,                0.83429,                0.66277,                0.29243,                0.98352,             0.00074832,             0.00074832,             0.00074832
                    169,                0.47117,                0.27145,                 0.9067,                0.99165,                0.97108,                 0.9835,                0.83381,                0.65358,                0.29898,                0.97763,             0.00074282,             0.00074282,             0.00074282
                    170,                0.44975,                0.26886,                0.90841,                0.98252,                0.97487,                0.98435,                0.83242,                0.67118,                0.31146,                 0.9916,             0.00073731,             0.00073731,             0.00073731
                    171,                0.45014,                 0.2673,                0.90894,                0.98135,                0.97789,                0.98419,                0.83165,                0.67528,                0.29707,                0.99022,             0.00073181,             0.00073181,             0.00073181
                    172,                0.45339,                0.27464,                0.90828,                 0.9907,                0.97616,                0.98602,                0.84385,                0.65148,                0.28575,                0.97127,             0.00072631,             0.00072631,             0.00072631
                    173,                0.47011,                0.27698,                0.90914,                0.98931,                0.97954,                0.98634,                0.83896,                0.66143,                0.28339,                0.97718,             0.00072081,             0.00072081,             0.00072081
                    174,                0.46221,                0.27309,                0.91322,                0.98975,                0.98248,                0.98675,                0.84129,                0.66321,                0.29351,                0.98037,             0.00071531,             0.00071531,             0.00071531
                    175,                0.45434,                  0.264,                0.91107,                0.98321,                0.98398,                0.98589,                0.83472,                 0.6647,                0.29452,                0.98041,             0.00070981,             0.00070981,             0.00070981
                    176,                 0.4453,                0.26874,                0.90735,                0.98485,                0.98047,                  0.987,                0.84261,                0.66252,                0.30278,                0.98204,             0.00070431,             0.00070431,             0.00070431
                    177,                0.46056,                0.27278,                0.91501,                0.99012,                0.98313,                0.98625,                0.83366,                0.67124,                0.29103,                0.98601,             0.00069881,             0.00069881,             0.00069881
                    178,                0.44717,                0.26484,                 0.9027,                0.98919,                0.97976,                0.98532,                0.83741,                0.65771,                0.29736,                0.97889,             0.00069331,             0.00069331,             0.00069331
                    179,                0.44023,                0.26839,                0.91067,                0.99065,                0.98108,                0.98663,                0.84106,                0.66834,                0.28901,                0.98867,              0.0006878,              0.0006878,              0.0006878
                    180,                0.44187,                0.26145,                0.90095,                0.99224,                 0.9783,                0.98748,                0.84316,                0.68125,                0.30166,                0.99426,              0.0006823,              0.0006823,              0.0006823
                    181,                 0.4595,                0.27874,                0.90832,                0.98502,                0.98401,                0.98644,                 0.8293,                0.67722,                0.29663,                0.99693,              0.0006768,              0.0006768,              0.0006768
                    182,                0.44801,                0.26716,                 0.9042,                0.98509,                0.98216,                 0.9855,                0.83589,                 0.6601,                0.29468,                0.98588,              0.0006713,              0.0006713,              0.0006713
                    183,                0.44735,                 0.2735,                0.89982,                0.98768,                0.97957,                0.98489,                0.83714,                0.65086,                0.28544,                0.97597,              0.0006658,              0.0006658,              0.0006658
                    184,                 0.4418,                0.26976,                0.90463,                0.98271,                0.98401,                0.98501,                0.83511,                0.65948,                0.28391,                0.98078,              0.0006603,              0.0006603,              0.0006603
                    185,                0.46096,                  0.273,                0.90864,                0.98139,                0.98224,                0.98612,                0.84343,                0.65843,                0.28633,                0.97762,              0.0006548,              0.0006548,              0.0006548
                    186,                0.43903,                0.26303,                0.90762,                0.98156,                0.98565,                0.98638,                0.84401,                 0.6541,                 0.2968,                0.97706,              0.0006493,              0.0006493,              0.0006493
                    187,                0.45069,                0.27208,                0.91493,                0.99008,                0.98091,                0.98606,                0.83539,                0.65921,                0.28173,                0.98254,              0.0006438,              0.0006438,              0.0006438
                    188,                0.45989,                0.26892,                0.91797,                0.98896,                0.97878,                0.98542,                0.83222,                0.65995,                0.28813,                0.98704,             0.00063829,             0.00063829,             0.00063829
                    189,                0.43193,                0.25456,                0.90552,                0.98646,                 0.9789,                0.98507,                 0.8332,                0.66467,                0.29485,                0.99047,             0.00063279,             0.00063279,             0.00063279
                    190,                0.46203,                0.27384,                0.91808,                0.99376,                0.97673,                0.98564,                0.84098,                 0.6607,                0.29647,                0.98213,             0.00062729,             0.00062729,             0.00062729
                    191,                0.45462,                0.26956,                0.90904,                0.98988,                0.97772,                 0.9864,                0.84232,                0.66001,                0.28878,                  0.985,             0.00062179,             0.00062179,             0.00062179
                    192,                0.43492,                0.26252,                0.90962,                0.98464,                0.98198,                0.98653,                0.84342,                0.65406,                0.29041,                0.97937,             0.00061629,             0.00061629,             0.00061629
                    193,                0.42968,                 0.2495,                0.90429,                0.98441,                0.98401,                0.98578,                0.84472,                0.66241,                0.28853,                 0.9865,             0.00061079,             0.00061079,             0.00061079
                    194,                0.42359,                 0.2542,                0.90026,                0.99171,                0.98565,                0.98684,                0.84956,                0.66691,                0.29261,                0.99002,             0.00060529,             0.00060529,             0.00060529
                    195,                0.41704,                0.25013,                0.89906,                0.99163,                0.98534,                0.98673,                0.84012,                0.66239,                0.28704,                0.99203,             0.00059979,             0.00059979,             0.00059979
                    196,                0.42146,                 0.2472,                0.89051,                0.98761,                0.98046,                0.98528,                0.84379,                0.66382,                0.29575,                0.99793,             0.00059429,             0.00059429,             0.00059429
                    197,                 0.4321,                0.26588,                 0.9073,                0.98182,                0.98224,                0.98438,                0.84374,                0.65557,                0.29667,                0.98827,             0.00058878,             0.00058878,             0.00058878
                    198,                 0.4212,                0.25566,                0.89862,                0.98763,                0.98046,                0.98556,                0.84008,                0.65495,                0.29042,                 0.9828,             0.00058328,             0.00058328,             0.00058328
                    199,                0.41317,                0.24491,                0.89842,                 0.9873,                0.98109,                0.98474,                0.83463,                 0.6581,                0.28435,                 0.9848,             0.00057778,             0.00057778,             0.00057778
                    200,                0.41798,                0.25331,                0.89028,                  0.981,                0.98413,                0.98295,                0.83858,                0.65359,                0.29402,                0.98216,             0.00057228,             0.00057228,             0.00057228
                    201,                0.41548,                0.25134,                0.89116,                0.97954,                0.98432,                0.98504,                0.84466,                0.65812,                0.28089,                0.98356,             0.00056678,             0.00056678,             0.00056678
                    202,                0.41895,                0.25445,                0.89055,                0.98111,                0.98365,                0.98655,                0.84544,                0.66158,                0.28736,                0.99006,             0.00056128,             0.00056128,             0.00056128
                    203,                0.41938,                0.24752,                0.89725,                0.98996,                0.97996,                0.98639,                0.84458,                0.65103,                0.27655,                0.98338,             0.00055578,             0.00055578,             0.00055578
                    204,                0.40213,                0.24312,                0.88963,                0.99453,                0.97919,                0.98767,                 0.8505,                0.65917,                0.28043,                0.98718,             0.00055028,             0.00055028,             0.00055028
                    205,                0.40071,                0.24407,                0.88156,                  0.987,                0.98195,                0.98643,                0.85097,                0.65296,                0.28548,                0.98559,             0.00054478,             0.00054478,             0.00054478
                    206,                0.41428,                0.24979,                0.89089,                0.98428,                0.98241,                0.98588,                0.84603,                0.65686,                0.29042,                0.98892,             0.00053927,             0.00053927,             0.00053927
                    207,                0.41261,                0.24419,                0.88567,                0.98071,                 0.9849,                0.98697,                0.84659,                0.66065,                0.29545,                0.99182,             0.00053377,             0.00053377,             0.00053377
                    208,                0.41662,                0.24691,                0.89366,                0.97978,                0.98579,                0.98693,                0.85133,                0.64708,                0.29267,                0.98477,             0.00052827,             0.00052827,             0.00052827
                    209,                0.41397,                 0.2593,                0.90024,                0.98125,                 0.9849,                0.98591,                0.84643,                0.64209,                0.29001,                0.98073,             0.00052277,             0.00052277,             0.00052277
                    210,                 0.4254,                0.25687,                0.90137,                0.98329,                0.98216,                0.98607,                0.84228,                0.65287,                0.29038,                0.98476,             0.00051727,             0.00051727,             0.00051727
                    211,                0.41028,                0.24195,                0.89332,                0.99268,                0.97578,                0.98666,                0.84202,                0.66274,                0.28915,                0.98931,             0.00051177,             0.00051177,             0.00051177
                    212,                0.40605,                0.23806,                0.89489,                 0.9918,                0.97956,                0.98613,                0.84527,                 0.6508,                 0.2886,                0.98617,             0.00050627,             0.00050627,             0.00050627
                    213,                0.41713,                0.25263,                0.89715,                0.98864,                 0.9791,                0.98626,                0.84508,                0.65664,                0.29166,                0.98945,             0.00050077,             0.00050077,             0.00050077
                    214,                0.40752,                0.24708,                 0.8945,                 0.9898,                0.97839,                0.98712,                0.84528,                 0.6576,                0.29273,                0.98957,             0.00049527,             0.00049527,             0.00049527
                    215,                0.39809,                0.23666,                0.88848,                0.98209,                0.98378,                0.98685,                0.84796,                0.65332,                0.29236,                0.98915,             0.00048976,             0.00048976,             0.00048976
                    216,                0.40734,                0.23948,                0.89624,                0.99091,                0.97898,                0.98813,                0.85324,                0.65126,                0.27921,                0.99018,             0.00048426,             0.00048426,             0.00048426
                    217,                 0.4066,                0.23792,                0.89179,                0.98996,                0.97832,                0.98806,                0.85681,                0.64544,                 0.2849,                0.98129,             0.00047876,             0.00047876,             0.00047876
                    218,                0.41022,                0.25546,                0.90373,                0.97869,                0.98313,                0.98649,                0.84995,                0.65361,                0.29079,                0.98658,             0.00047326,             0.00047326,             0.00047326
                    219,                0.40539,                0.23761,                0.89627,                0.98954,                0.97565,                0.98655,                0.84565,                0.66308,                0.28842,                0.98764,             0.00046776,             0.00046776,             0.00046776
                    220,                0.39862,                0.22851,                 0.8846,                0.98295,                0.98194,                0.98705,                0.84735,                0.65963,                0.28431,                0.98621,             0.00046226,             0.00046226,             0.00046226
                    221,                0.40457,                0.24155,                0.89013,                0.97675,                0.98313,                0.98518,                0.84367,                0.65835,                0.29466,                0.98503,             0.00045676,             0.00045676,             0.00045676
                    222,                 0.4016,                0.24182,                0.89318,                0.97907,                0.98135,                0.98572,                0.84983,                0.64786,                0.29878,                0.98241,             0.00045126,             0.00045126,             0.00045126
                    223,                0.39958,                0.24311,                 0.8919,                0.98215,                0.98168,                0.98727,                0.84971,                0.65477,                0.29277,                0.98553,             0.00044576,             0.00044576,             0.00044576
                    224,                0.38396,                0.23372,                0.88316,                0.99376,                0.97851,                0.98725,                 0.8491,                0.65253,                0.28642,                0.98375,             0.00044025,             0.00044025,             0.00044025
                    225,                0.39259,                0.24098,                0.89397,                0.99324,                0.97772,                0.98673,                0.84138,                0.65646,                0.28864,                0.98966,             0.00043475,             0.00043475,             0.00043475
                    226,                0.38777,                0.23154,                0.89305,                0.98402,                0.98488,                0.98617,                0.83908,                0.64849,                 0.2922,                0.98643,             0.00042925,             0.00042925,             0.00042925
                    227,                0.39128,                0.23213,                0.88046,                0.98565,                0.98401,                0.98684,                0.84057,                0.65004,                0.28859,                0.98841,             0.00042375,             0.00042375,             0.00042375
                    228,                0.39677,                0.24338,                 0.8909,                0.98237,                 0.9849,                0.98693,                  0.847,                0.65223,                 0.2847,                0.99185,             0.00041825,             0.00041825,             0.00041825
                    229,                0.39265,                0.23591,                0.88359,                0.99006,                0.97982,                0.98708,                0.84516,                0.65959,                 0.2893,                0.99168,             0.00041275,             0.00041275,             0.00041275
                    230,                0.38118,                0.23112,                0.88208,                0.98522,                0.98196,                 0.9865,                0.84767,                0.65036,                0.28711,                0.98823,             0.00040725,             0.00040725,             0.00040725
                    231,                0.38564,                0.23454,                0.89169,                0.98215,                0.98477,                0.98673,                0.84686,                0.65136,                 0.2911,                0.99101,             0.00040175,             0.00040175,             0.00040175
                    232,                  0.369,                0.22598,                  0.881,                0.98183,                 0.9849,                0.98693,                0.84313,                0.65271,                0.29043,                0.99143,             0.00039625,             0.00039625,             0.00039625
                    233,                0.41299,                 0.2459,                0.89153,                0.98081,                0.98238,                0.98643,                0.83351,                0.66848,                0.30185,                0.99656,             0.00039074,             0.00039074,             0.00039074
                    234,                0.37935,                0.22658,                0.88703,                0.98056,                0.98579,                0.98507,                0.83802,                0.66227,                0.29245,                0.99313,             0.00038524,             0.00038524,             0.00038524
                    235,                 0.3899,                 0.2352,                0.87852,                0.99098,                0.97961,                0.98668,                  0.843,                0.66129,                0.28118,                0.99434,             0.00037974,             0.00037974,             0.00037974
                    236,                0.39249,                0.23189,                0.88666,                0.98776,                0.98224,                0.98715,                 0.8495,                0.65081,                0.28093,                0.99091,             0.00037424,             0.00037424,             0.00037424
                    237,                0.38714,                0.22621,                0.88821,                0.98465,                0.98401,                0.98732,                0.84841,                0.64745,                0.28253,                0.99077,             0.00036874,             0.00036874,             0.00036874
                    238,                 0.3759,                0.22102,                0.88322,                0.98392,                0.98384,                0.98709,                0.84397,                0.65035,                0.28662,                 0.9903,             0.00036324,             0.00036324,             0.00036324
                    239,                  0.392,                 0.2284,                0.88383,                0.98369,                0.98344,                 0.9873,                0.84539,                0.65439,                0.29326,                0.99151,             0.00035774,             0.00035774,             0.00035774
                    240,                0.38751,                0.23017,                0.89222,                0.98909,                 0.9808,                0.98774,                0.84855,                0.65535,                0.28279,                0.99043,             0.00035224,             0.00035224,             0.00035224
                    241,                0.37783,                0.22736,                0.89608,                0.99097,                0.98164,                0.98739,                0.84468,                0.65923,                0.28479,                0.99298,             0.00034674,             0.00034674,             0.00034674
                    242,                0.38126,                0.22727,                0.88162,                0.98996,                0.98145,                0.98674,                0.84173,                0.65948,                0.28635,                0.99266,             0.00034123,             0.00034123,             0.00034123
                    243,                0.38516,                0.23741,                0.88406,                 0.9857,                0.98263,                0.98735,                0.84749,                0.65547,                0.28654,                0.99246,             0.00033573,             0.00033573,             0.00033573
                    244,                0.38246,                0.23294,                 0.8849,                0.98393,                0.98452,                0.98774,                 0.8454,                0.65629,                 0.2879,                0.99187,             0.00033023,             0.00033023,             0.00033023
                    245,                0.37813,                 0.2274,                0.88886,                0.98328,                0.98401,                0.98671,                 0.8444,                0.64834,                0.28911,                0.98759,             0.00032473,             0.00032473,             0.00032473
                    246,                0.39023,                 0.2326,                0.88693,                 0.9881,                0.97942,                0.98638,                0.84357,                0.64612,                0.28579,                 0.9853,             0.00031923,             0.00031923,             0.00031923
                    247,                0.36576,                0.22121,                0.88654,                0.98651,                0.97905,                0.98665,                0.84145,                  0.646,                0.29006,                0.98496,             0.00031373,             0.00031373,             0.00031373
                    248,                0.38242,                0.23134,                0.88776,                 0.9816,                0.98313,                0.98635,                0.84077,                0.64599,                0.29074,                0.98606,             0.00030823,             0.00030823,             0.00030823
                    249,                0.38043,                 0.2304,                0.87988,                0.98301,                0.98224,                0.98567,                0.84199,                0.64237,                0.28908,                0.98594,             0.00030273,             0.00030273,             0.00030273
                    250,                 0.3886,                0.22895,                0.89459,                0.98384,                0.98313,                0.98559,                0.84313,                0.64366,                0.28659,                0.98669,             0.00029723,             0.00029723,             0.00029723
                    251,                0.37508,                0.21962,                0.87398,                0.98339,                0.98313,                0.98693,                0.84463,                0.64823,                0.28883,                0.98958,             0.00029172,             0.00029172,             0.00029172
                    252,                0.37273,                0.22439,                0.88278,                 0.9826,                0.98349,                0.98729,                0.85033,                0.64623,                 0.2932,                0.98884,             0.00028622,             0.00028622,             0.00028622
                    253,                0.36093,                0.21884,                 0.8721,                 0.9841,                0.98313,                0.98789,                0.85065,                0.65056,                0.29143,                0.99156,             0.00028072,             0.00028072,             0.00028072
                    254,                0.37309,                0.22499,                0.87335,                0.98213,                0.98224,                0.98666,                 0.8463,                0.65262,                0.29068,                0.99151,             0.00027522,             0.00027522,             0.00027522
                    255,                0.37441,                0.22695,                0.88088,                0.98335,                0.98309,                0.98655,                0.84423,                0.65961,                0.29424,                0.99411,             0.00026972,             0.00026972,             0.00026972
                    256,                0.36976,                0.22604,                0.88973,                0.97955,                0.98401,                0.98514,                0.84547,                0.65321,                0.29268,                0.99098,             0.00026422,             0.00026422,             0.00026422
                    257,                0.37399,                0.22375,                0.88364,                0.98399,                0.98135,                0.98584,                 0.8483,                0.64741,                0.28823,                0.98955,             0.00025872,             0.00025872,             0.00025872
                    258,                0.36308,                0.22546,                 0.8804,                0.98613,                0.98135,                 0.9873,                0.84915,                0.65076,                0.28161,                0.99207,             0.00025322,             0.00025322,             0.00025322
                    259,                 0.3623,                 0.2212,                0.87863,                0.98489,                0.98097,                0.98752,                0.85118,                0.64834,                 0.2891,                0.98967,             0.00024772,             0.00024772,             0.00024772
                    260,                0.36531,                0.21863,                0.88704,                0.98373,                0.98224,                0.98756,                0.84991,                0.64763,                0.28737,                0.99125,             0.00024222,             0.00024222,             0.00024222
                    261,                0.36855,                0.22445,                0.88281,                0.98739,                0.97842,                0.98782,                0.85032,                0.64509,                0.28692,                0.99043,             0.00023671,             0.00023671,             0.00023671
                    262,                0.35394,                0.21349,                0.87759,                0.98552,                0.98135,                 0.9875,                0.84934,                0.64636,                0.28545,                0.98864,             0.00023121,             0.00023121,             0.00023121
                    263,                0.35594,                0.21766,                0.88993,                0.99317,                0.97791,                0.98791,                0.85079,                0.64748,                0.28664,                0.98993,             0.00022571,             0.00022571,             0.00022571
                    264,                 0.3609,                0.22418,                0.88753,                0.99255,                0.98046,                0.98853,                0.84932,                0.64907,                0.28689,                0.99166,             0.00022021,             0.00022021,             0.00022021
                    265,                0.35074,                0.21648,                0.87941,                0.99249,                0.98135,                0.98836,                0.85148,                0.64687,                0.28277,                0.99308,             0.00021471,             0.00021471,             0.00021471
                    266,                 0.3568,                0.21503,                0.87859,                0.98905,                0.98135,                0.98826,                0.85058,                0.64673,                0.28559,                0.99379,             0.00020921,             0.00020921,             0.00020921
                    267,                0.37523,                0.22797,                0.89087,                0.98848,                0.98401,                0.98844,                0.85161,                0.64717,                0.28527,                0.99436,             0.00020371,             0.00020371,             0.00020371
                    268,                0.35254,                0.21737,                0.87882,                0.99085,                0.98224,                 0.9886,                0.85103,                0.64784,                0.28337,                 0.9951,             0.00019821,             0.00019821,             0.00019821
                    269,                0.35487,                0.21736,                0.87716,                0.99205,                0.98313,                0.98847,                0.85072,                0.64697,                0.28067,                0.99517,             0.00019271,             0.00019271,             0.00019271
                    270,                0.35468,                0.21912,                0.87699,                0.98905,                0.98135,                0.98754,                0.85181,                0.64841,                0.28334,                0.99388,              0.0001872,              0.0001872,              0.0001872
                    271,                0.36538,                0.22176,                0.88459,                0.98821,                0.98235,                0.98723,                0.84937,                0.65189,                0.29001,                0.99393,              0.0001817,              0.0001817,              0.0001817
                    272,                0.34946,                0.21101,                0.87607,                 0.9874,                0.98272,                0.98693,                0.84794,                0.64753,                0.28822,                 0.9923,              0.0001762,              0.0001762,              0.0001762
                    273,                0.35137,                0.21548,                0.88137,                0.98819,                0.98177,                0.98673,                  0.847,                0.64877,                0.28689,                0.99169,              0.0001707,              0.0001707,              0.0001707
                    274,                0.36038,                0.21485,                0.88742,                0.99045,                 0.9783,                0.98669,                0.84811,                0.65172,                0.28532,                0.99283,              0.0001652,              0.0001652,              0.0001652
                    275,                0.34548,                0.21283,                0.87207,                0.98908,                0.98101,                0.98714,                 0.8462,                0.65272,                0.28416,                0.99539,              0.0001597,              0.0001597,              0.0001597
                    276,                0.35294,                0.21758,                0.88093,                0.98731,                0.98224,                 0.9874,                0.84773,                0.65312,                0.28768,                0.99729,              0.0001542,              0.0001542,              0.0001542
                    277,                0.34029,                0.20154,                0.87118,                0.98072,                 0.9849,                0.98678,                0.84662,                0.65257,                 0.2865,                0.99615,              0.0001487,              0.0001487,              0.0001487
                    278,                0.35622,                0.20748,                0.87991,                0.98372,                0.98313,                0.98682,                0.84614,                0.65208,                 0.2892,                 0.9957,              0.0001432,              0.0001432,              0.0001432
                    279,                0.34474,                0.21035,                0.87228,                0.98218,                 0.9849,                0.98675,                0.84608,                0.65026,                0.28959,                0.99626,             0.00013769,             0.00013769,             0.00013769
                    280,                0.34942,                 0.2071,                0.88038,                0.98326,                0.98401,                0.98657,                0.84754,                0.64745,                0.28808,                0.99403,             0.00013219,             0.00013219,             0.00013219
                    281,                0.34174,                0.21103,                0.87063,                0.98427,                0.98401,                0.98663,                0.84786,                0.64996,                0.28782,                0.99468,             0.00012669,             0.00012669,             0.00012669
                    282,                0.34136,                 0.2111,                0.87326,                0.98278,                0.98401,                0.98632,                 0.8462,                0.64727,                0.28686,                0.99332,             0.00012119,             0.00012119,             0.00012119
                    283,                0.33908,                 0.2088,                 0.8673,                0.98629,                0.98126,                0.98659,                0.84675,                0.64716,                0.28853,                0.99388,             0.00011569,             0.00011569,             0.00011569
                    284,                0.33549,                0.20436,                0.86741,                0.98624,                0.98208,                0.98657,                0.84688,                0.64824,                0.29031,                0.99485,             0.00011019,             0.00011019,             0.00011019
                    285,                0.34976,                0.21601,                0.87162,                0.98251,                0.98479,                0.98636,                0.84647,                 0.6486,                0.29196,                0.99583,             0.00010469,             0.00010469,             0.00010469
                    286,                0.33785,                0.21189,                0.87519,                0.98262,                 0.9849,                0.98653,                0.84701,                0.64918,                0.29048,                0.99648,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    287,                0.35263,                0.22305,                0.87452,                0.98385,                 0.9839,                0.98649,                0.84677,                0.65047,                0.29104,                 0.9977,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    288,                0.35052,                0.21936,                0.87242,                0.98385,                0.98321,                0.98643,                0.84627,                0.64919,                0.28923,                0.99728,             8.8184e-05,             8.8184e-05,             8.8184e-05
                    289,                 0.3335,                0.21025,                0.87622,                0.98415,                0.98224,                0.98619,                0.84517,                0.64844,                0.28992,                0.99711,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    290,                0.33345,                0.20493,                0.87501,                0.98461,                0.98313,                 0.9861,                0.84456,                0.64891,                0.28941,                0.99695,             7.7182e-05,             7.7182e-05,             7.7182e-05
                    291,                0.27521,                 0.1552,                0.81618,                0.97887,                0.98401,                0.98212,                0.83588,                0.65253,                0.29624,                 1.0005,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    292,                0.26009,                0.14684,                0.80148,                0.97753,                0.98463,                0.98081,                0.83251,                0.65858,                0.29141,                  1.005,              6.618e-05,              6.618e-05,              6.618e-05
                    293,                0.25418,                0.14473,                0.81019,                 0.9773,                0.98417,                0.98148,                0.83295,                0.65928,                0.28955,                 1.0045,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    294,                0.24731,                0.14356,                0.80927,                0.97655,                0.98668,                0.98268,                0.83818,                0.65532,                0.28921,                 1.0009,             5.5178e-05,             5.5178e-05,             5.5178e-05
                    295,                0.24753,                0.14208,                0.80182,                0.97653,                0.98668,                0.98369,                0.83837,                0.65268,                0.28786,                0.99809,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    296,                0.24464,                0.13983,                0.80065,                0.97643,                0.98644,                0.98355,                0.83965,                0.65361,                0.28735,                0.99789,             4.4176e-05,             4.4176e-05,             4.4176e-05
                    297,                 0.2424,                0.13548,                0.79849,                 0.9803,                0.98224,                0.98435,                0.84033,                0.65356,                0.28597,                0.99756,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    298,                0.23771,                0.13868,                0.80196,                0.98057,                0.98313,                0.98505,                0.84288,                0.65332,                0.28506,                0.99713,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    299,                0.24149,                0.13905,                 0.7992,                0.98093,                0.98358,                0.98528,                0.84303,                0.65365,                0.28546,                0.99689,             2.7672e-05,             2.7672e-05,             2.7672e-05
                    300,                0.23417,                0.13437,                0.79338,                0.98088,                0.98401,                0.98533,                0.84471,                0.65316,                0.28519,                0.99608,             2.2171e-05,             2.2171e-05,             2.2171e-05
